"Country","Region","Indicator","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"China, Macao Special Administrative Region","Asia","Male 30-44 Brought into Formal Contact",,,,,,,,,,,1,,0,0,
"China, Macao Special Administrative Region","Asia","Male 45-59 Brought into Formal Contact",,,,,,,,,,,0,,0,0,
"China, Macao Special Administrative Region","Asia","Male over 60 Brought into Formal Contact",,,,,,,,,,,0,,1,0,
"China, Macao Special Administrative Region","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,0,,0,0,
"China, Macao Special Administrative Region","Asia","Female 0-17 Brought into Formal Contact",,,,,,,,,,,0,,0,0,
"China, Macao Special Administrative Region","Asia","Female 18-24 Brought into Formal Contact",,,,,,,,,,,0,,0,0,
"China, Macao Special Administrative Region","Asia","Female 25-29 Brought into Formal Contact",,,,,,,,,,,0,,0,0,
"China, Macao Special Administrative Region","Asia","Female 30-44 Brought into Formal Contact",,,,,,,,,,,0,,0,0,
"China, Macao Special Administrative Region","Asia","Female 45-59 Brought into Formal Contact",,,,,,,,,,,0,,0,0,
"China, Macao Special Administrative Region","Asia","Female over 60 Brought into Formal Contact",,,,,,,,,,,0,,0,0,
"China, Macao Special Administrative Region","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,0,,1,1,
"China, Macao Special Administrative Region","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,1,,0,0,
"China, Macao Special Administrative Region","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,0,,1,1,
"China, Macao Special Administrative Region","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,0,,0,0,
"China, Macao Special Administrative Region","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,1,,0,0,
"China, Macao Special Administrative Region","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,0,,0,0,
"China, Macao Special Administrative Region","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"China, Macao Special Administrative Region","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"China, Macao Special Administrative Region","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"China, Macao Special Administrative Region","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"China, Macao Special Administrative Region","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"China, Macao Special Administrative Region","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"China, Macao Special Administrative Region","Asia","Persons Convicted for Intentional Homicide",,,,,,20,7,2,1,2,3,9,2,1,
"China, Macao Special Administrative Region","Asia","Male Convicted for Intentional Homicide",,,,,,20,7,2,1,2,3,9,2,,
"China, Macao Special Administrative Region","Asia","Female Convicted for Intentional Homicide",,,,,,0,0,0,0,0,0,0,0,,
"China, Macao Special Administrative Region","Asia","Rate: Convicted",,,,,,3.9,1.3,0.4,0.2,0.4,0.5,1.5,0.3,0.2,
"China, Macao Special Administrative Region","Asia","Rate: Male Convicted",,,,,,8.1,2.8,0.8,0.4,0.7,1.1,3.2,0.7,,
"China, Macao Special Administrative Region","Asia","Rate: Female Convicted",,,,,,0,0,0,0,0,0,0,0,,
"Colombia","Americas","Persons Brought into Formal Contact",,7388,7736,6838,6321,5224,5650,5665,6894,7592,7105,6487,6432,,
"Colombia","Americas","Male Brought into Formal Contact",,7040,7342,6519,6080,4994,5377,5409,6507,7212,6730,6142,6046,,
"Colombia","Americas","Female Brought into Formal Contact",,348,394,319,241,230,273,256,387,380,375,345,386,,
"Colombia","Americas","Rate: Persons Brought into Formal Contact",,17.3,17.9,15.6,14.2,11.6,12.4,12.3,14.9,16.2,15,13.6,13.3,,
"Colombia","Americas","Rate: Male Brought into Formal Contact",,33.4,34.3,30.1,27.8,22.5,24,23.9,28.4,31.2,28.9,26.1,25.5,,
"Colombia","Americas","Rate: Female Brought into Formal Contact",,32.6,33.5,29.4,27.1,22,23.4,23.2,27.7,30.3,28,25.3,24.7,,
"Colombia","Americas","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Colombia","Americas","Male 0-17 Brought into Formal Contact",,,,,,,,,,409,542,513,493,,
"Colombia","Americas","Male 18-24 Brought into Formal Contact",,,,,,,,,,1780,2328,2217,2153,,
"Colombia","Americas","Male 25-29 Brought into Formal Contact",,,,,,,,,,1314,1271,1024,1128,,
"Colombia","Americas","Male 30-44 Brought into Formal Contact",,,,,,,,,,2549,1823,1711,1584,,
"Colombia","Americas","Male 45-59 Brought into Formal Contact",,,,,,,,,,936,600,559,551,,
"Colombia","Americas","Male over 60 Brought into Formal Contact",,,,,,,,,,224,166,118,136,,
"Colombia","Americas","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Colombia","Americas","Female 0-17 Brought into Formal Contact",,,,,,,,,,31,31,28,36,,
"Colombia","Americas","Female 18-24 Brought into Formal Contact",,,,,,,,,,100,117,113,130,,
"Colombia","Americas","Female 25-29 Brought into Formal Contact",,,,,,,,,,62,58,48,56,,
"Colombia","Americas","Female 30-44 Brought into Formal Contact",,,,,,,,,,125,116,113,129,,
"Colombia","Americas","Female 45-59 Brought into Formal Contact",,,,,,,,,,51,49,42,25,,
"Colombia","Americas","Female over 60 Brought into Formal Contact",,,,,,,,,,10,5,1,10,,
"Colombia","Americas","Citizens Brought into Formal Contact",,,,,,,,,,7577,,,,,
"Colombia","Americas","Foreigners Brought into Formal Contact",,,,,,,,,,15,,,,,
"Colombia","Americas","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Colombia","Americas","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Colombia","Americas","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Colombia","Americas","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Colombia","Americas","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Colombia","Americas","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Colombia","Americas","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Colombia","Americas","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Colombia","Americas","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Colombia","Americas","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Colombia","Americas","Persons Convicted for Intentional Homicide",,,3164,,3844,3296,3366,3924,4315,4122,3754,3642,4412,,
"Colombia","Americas","Male Convicted for Intentional Homicide",,,,,,,,,,,3576,3457,3984,,
"Colombia","Americas","Female Convicted for Intentional Homicide",,,,,,,,,,,178,185,428,,
"Colombia","Americas","Rate: Convicted",,,7.3,,8.7,7.3,7.4,8.5,9.3,8.8,7.9,7.6,9.1,,
"Colombia","Americas","Rate: Male Convicted",,,,,,,,,,,15.3,14.7,16.8,,
"Colombia","Americas","Rate: Female Convicted",,,,,,,,,,,0.7,0.8,1.7,,
"Costa Rica","Americas","Persons Brought into Formal Contact",245,277,290,277,,466,512,516,423,300,367,302,,,
"Costa Rica","Americas","Male Brought into Formal Contact",,,,,,448,492,491,403,278,358,288,,,
"Costa Rica","Americas","Female Brought into Formal Contact",,,,,,18,20,25,20,22,9,14,,,
"Costa Rica","Americas","Rate: Persons Brought into Formal Contact",5.9,6.6,6.8,6.4,,10.5,11.4,11.4,9.2,6.4,7.8,6.3,,,
"Costa Rica","Americas","Rate: Male Brought into Formal Contact",,,,,,20.2,21.9,21.6,17.5,11.9,15.2,12.1,,,
"Costa Rica","Americas","Rate: Female Brought into Formal Contact",,,,,,20.3,22,21.6,17.5,12,15.2,12.1,,,
"Costa Rica","Americas","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Costa Rica","Americas","Male 0-17 Brought into Formal Contact",,,,,,38,35,51,42,26,66,29,,,
"Costa Rica","Americas","Male 18-24 Brought into Formal Contact",,,,,,159,197,187,145,112,184,109,,,
"Costa Rica","Americas","Male 25-29 Brought into Formal Contact",,,,,,86,106,92,82,53,40,54,,,
"Costa Rica","Americas","Male 30-44 Brought into Formal Contact",,,,,,110,130,132,101,60,53,72,,,
"Costa Rica","Americas","Male 45-59 Brought into Formal Contact",,,,,,46,18,21,24,23,14,20,,,
"Costa Rica","Americas","Male over 60 Brought into Formal Contact",,,,,,9,6,8,9,4,1,4,,,
"Costa Rica","Americas","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Costa Rica","Americas","Female 0-17 Brought into Formal Contact",,,,,,1,2,2,3,2,1,2,,,
"Costa Rica","Americas","Female 18-24 Brought into Formal Contact",,,,,,8,7,4,8,7,4,4,,,
"Costa Rica","Americas","Female 25-29 Brought into Formal Contact",,,,,,2,3,8,2,7,3,2,,,
"Costa Rica","Americas","Female 30-44 Brought into Formal Contact",,,,,,7,4,9,5,5,1,6,,,
"Costa Rica","Americas","Female 45-59 Brought into Formal Contact",,,,,,0,4,1,1,0,0,0,,,
"Costa Rica","Americas","Female over 60 Brought into Formal Contact",,,,,,0,0,1,1,1,0,0,,,
"Costa Rica","Americas","Citizens Brought into Formal Contact",,,,,,,,,,245,306,255,,,
"Costa Rica","Americas","Foreigners Brought into Formal Contact",,,,,,,,,,55,61,47,,,
"Costa Rica","Americas","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Costa Rica","Americas","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Costa Rica","Americas","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Costa Rica","Americas","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Costa Rica","Americas","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Costa Rica","Americas","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Costa Rica","Americas","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Costa Rica","Americas","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Costa Rica","Americas","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Costa Rica","Americas","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Costa Rica","Americas","Persons Convicted for Intentional Homicide",129,136,119,128,,167,186,241,248,267,233,203,,,
"Costa Rica","Americas","Male Convicted for Intentional Homicide",,,114,119,,158,177,224,240,252,218,194,,,
"Costa Rica","Americas","Female Convicted for Intentional Homicide",,,5,9,,9,9,17,8,15,15,9,,,
"Costa Rica","Americas","Rate: Convicted",3.1,3.2,2.8,3,,3.8,4.1,5.3,5.4,5.7,5,4.3,,,
"Costa Rica","Americas","Rate: Male Convicted",,,5.4,5.5,,7.1,7.9,9.8,10.4,10.8,9.3,8.1,,,
"Costa Rica","Americas","Rate: Female Convicted",,,0.2,0.4,,0.4,0.4,0.7,0.3,0.6,0.6,0.4,,,
"Croatia","Europe","Persons Brought into Formal Contact",64,77,64,59,62,68,39,57,51,51,39,34,38,46,
"Croatia","Europe","Male Brought into Formal Contact",,74,59,51,61,61,35,49,45,49,34,33,33,44,
"Croatia","Europe","Female Brought into Formal Contact",,3,5,8,1,7,4,8,6,2,5,1,5,2,
"Croatia","Europe","Rate: Persons Brought into Formal Contact",1.5,1.8,1.5,1.3,1.4,1.6,0.9,1.3,1.2,1.2,0.9,0.8,0.9,1.1,
"Croatia","Europe","Rate: Male Brought into Formal Contact",,3.5,2.8,2.4,2.9,2.9,1.7,2.4,2.2,2.4,1.6,1.6,1.6,2.2,
"Croatia","Europe","Rate: Female Brought into Formal Contact",,3.3,2.6,2.3,2.7,2.7,1.6,2.2,2,2.2,1.5,1.5,1.5,2,
"Croatia","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Croatia","Europe","Male 0-17 Brought into Formal Contact",,,,,,2,0,2,2,1,0,2,1,0,
"Croatia","Europe","Male 18-24 Brought into Formal Contact",,,,,,10,4,2,6,4,6,4,4,8,
"Croatia","Europe","Male 25-29 Brought into Formal Contact",,,,,,8,0,7,5,9,1,1,3,5,
"Croatia","Europe","Male 30-44 Brought into Formal Contact",,,,,,22,11,18,15,12,10,9,5,10,
"Croatia","Europe","Male 45-59 Brought into Formal Contact",,,,,,9,15,12,12,17,11,11,15,12,
"Croatia","Europe","Male over 60 Brought into Formal Contact",,,,,,10,5,8,5,6,6,6,5,9,
"Croatia","Europe","Female 0-14 Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Croatia","Europe","Female 0-17 Brought into Formal Contact",,,,,,1,0,0,0,0,0,0,0,0,
"Croatia","Europe","Female 18-24 Brought into Formal Contact",,,,,,0,0,2,0,0,1,0,1,2,
"Croatia","Europe","Female 25-29 Brought into Formal Contact",,,,,,0,0,0,1,0,0,0,1,0,
"Croatia","Europe","Female 30-44 Brought into Formal Contact",,,,,,2,0,5,3,1,4,1,1,0,
"Croatia","Europe","Female 45-59 Brought into Formal Contact",,,,,,2,3,0,1,1,0,0,0,0,
"Croatia","Europe","Female over 60 Brought into Formal Contact",,,,,,2,1,1,1,0,0,0,2,0,
"Croatia","Europe","Citizens Brought into Formal Contact",,,,,,,,,,,39,34,38,46,
"Croatia","Europe","Foreigners Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Croatia","Europe","Male Citizens Brought into Formal Contact",,,,,,,,,,,37,33,36,44,
"Croatia","Europe","Female Citizens Brought into Formal Contact",,,,,,,,,,,2,1,2,2,
"Croatia","Europe","Male Foreigners Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Croatia","Europe","Female Foreigners Brought into Formal Contact",,,,,,,,,,,0,0,0,0,
"Croatia","Europe","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Croatia","Europe","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Croatia","Europe","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Croatia","Europe","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Croatia","Europe","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Croatia","Europe","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Croatia","Europe","Persons Convicted for Intentional Homicide",,51,63,81,60,43,49,34,46,47,52,47,31,70,
"Croatia","Europe","Male Convicted for Intentional Homicide",,46,57,74,54,42,45,31,41,41,44,45,30,,
"Croatia","Europe","Female Convicted for Intentional Homicide",,5,6,7,6,1,4,3,5,6,8,2,1,,
"Croatia","Europe","Rate: Convicted",,1.2,1.4,1.9,1.4,1,1.1,0.8,1.1,1.1,1.2,1.1,0.7,1.7,
"Croatia","Europe","Rate: Male Convicted",,2.2,2.7,3.5,2.6,2,2.2,1.5,2,2,2.1,2.2,1.5,,
"Croatia","Europe","Rate: Female Convicted",,0.2,0.3,0.3,0.3,0,0.2,0.1,0.2,0.3,0.4,0.1,0,,
"Cyprus","Asia","Persons Brought into Formal Contact",22,13,20,29,31,29,,,,,,,,,
"Cyprus","Asia","Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Rate: Persons Brought into Formal Contact",2.2,1.3,1.9,2.8,2.9,2.7,,,,,,,,,
"Cyprus","Asia","Rate: Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Rate: Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Cyprus","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Cyprus","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Cyprus","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Cyprus","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Cyprus","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Cyprus","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Cyprus","Asia","Persons Convicted for Intentional Homicide",2,5,4,9,15,4,,,,,,,,,
"Cyprus","Asia","Male Convicted for Intentional Homicide",,,3,7,15,3,,,,,,,,,
"Cyprus","Asia","Female Convicted for Intentional Homicide",,,1,2,0,1,,,,,,,,,
"Cyprus","Asia","Rate: Convicted",0.2,0.5,0.4,0.9,1.4,0.4,,,,,,,,,
"Cyprus","Asia","Rate: Male Convicted",,,0.6,1.3,2.8,0.6,,,,,,,,,
"Cyprus","Asia","Rate: Female Convicted",,,0.2,0.4,0,0.2,,,,,,,,,
"Czechia","Europe","Persons Brought into Formal Contact",209,246,187,195,208,193,182,186,166,202,93,143,146,77,68
"Czechia","Europe","Male Brought into Formal Contact",,218,160,172,177,176,154,152,147,181,77,110,130,64,55
"Czechia","Europe","Female Brought into Formal Contact",,28,27,23,31,17,28,34,19,21,16,13,16,13,13
"Czechia","Europe","Rate: Persons Brought into Formal Contact",2,2.4,1.8,1.9,2,1.9,1.7,1.8,1.6,1.9,0.9,1.3,1.4,0.7,0.6
"Czechia","Europe","Rate: Male Brought into Formal Contact",,4.4,3.2,3.4,3.5,3.4,3,2.9,2.8,3.5,1.5,2.1,2.5,1.2,1.1
"Czechia","Europe","Rate: Female Brought into Formal Contact",,4.1,3,3.3,3.3,3.3,2.9,2.8,2.7,3.4,1.4,2,2.4,1.2,1
"Czechia","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,1,0
"Czechia","Europe","Male 0-17 Brought into Formal Contact",,,,,,5,3,2,5,1,4,0,4,3,0
"Czechia","Europe","Male 18-24 Brought into Formal Contact",,,,,,32,28,33,33,29,16,13,14,11,11
"Czechia","Europe","Male 25-29 Brought into Formal Contact",,,,,,27,23,22,17,27,14,15,18,7,7
"Czechia","Europe","Male 30-44 Brought into Formal Contact",,,,,,75,70,57,51,70,24,42,52,21,22
"Czechia","Europe","Male 45-59 Brought into Formal Contact",,,,,,27,25,26,30,43,16,32,29,15,12
"Czechia","Europe","Male over 60 Brought into Formal Contact",,,,,,11,5,12,10,10,3,8,13,7,3
"Czechia","Europe","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,0,0
"Czechia","Europe","Female 0-17 Brought into Formal Contact",,,,,,1,2,0,0,0,0,0,2,2,0
"Czechia","Europe","Female 18-24 Brought into Formal Contact",,,,,,2,6,6,3,1,3,2,3,1,2
"Czechia","Europe","Female 25-29 Brought into Formal Contact",,,,,,1,2,3,2,2,3,3,3,3,1
"Czechia","Europe","Female 30-44 Brought into Formal Contact",,,,,,8,13,18,9,8,5,3,4,5,5
"Czechia","Europe","Female 45-59 Brought into Formal Contact",,,,,,2,4,4,2,7,4,5,4,2,2
